TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y,Latitude,Longitude
Break and Enter Residential/Other,2003,5,8,1,30,18XX NELSON ST,West End,489841.73,5459717.65,49.29012363,-123.1396964
Break and Enter Residential/Other,2003,12,3,22,0,18XX NELSON ST,West End,489841.73,5459717.65,49.29012363,-123.1396964
Vehicle Collision or Pedestrian Struck (with Injury),2003,7,24,7,0,VICTORIA DR / KINGSWAY AVE,Kensington-Cedar Cottage,495256,5454709,49.24513589,-123.0651801
Vehicle Collision or Pedestrian Struck (with Injury),2003,2,21,17,45,VICTORIA DR / E HASTINGS ST,Grandview-Woodland,495230,5458719,49.28120643,-123.0655852
Vehicle Collision or Pedestrian Struck (with Injury),2003,10,20,19,27,VICTORIA DR / E BROADWAY AVE,Kensington-Cedar Cottage,495204,5456616,49.26228935,-123.0659174
Vehicle Collision or Pedestrian Struck (with Injury),2003,8,16,23,5,VICTORIA DR / E BROADWAY AVE,Kensington-Cedar Cottage,495204,5456616,49.26228935,-123.0659174
Vehicle Collision or Pedestrian Struck (with Injury),2003,8,1,19,0,VICTORIA DR / E BROADWAY AVE,Kensington-Cedar Cottage,495204,5456616,49.26228935,-123.0659174
Break and Enter Residential/Other,2003,9,14,21,29,65XX VICTORIA DR,Victoria-Fraserview,495215.95,5452482.29,49.22510578,-123.0657038
Vehicle Collision or Pedestrian Struck (with Injury),2003,7,29,17,40,VICTORIA DR / E BROADWAY AVE,Kensington-Cedar Cottage,495204,5456616,49.26228935,-123.0659174
Break and Enter Residential/Other,2003,8,6,17,30,18XX NELSON ST,West End,489862.74,5459684.41,49.28982498,-123.1394067
Vehicle Collision or Pedestrian Struck (with Injury),2003,7,20,0,37,VICTORIA DR / E BROADWAY AVE,Kensington-Cedar Cottage,495204,5456616,49.26228935,-123.0659174
Vehicle Collision or Pedestrian Struck (with Injury),2003,10,29,7,47,VICTORIA DR / E 54TH AVE,Victoria-Fraserview,495203,5451944,49.22026362,-123.0658753
Mischief,2003,8,13,22,30,42XX ST CATHERINES ST,Kensington-Cedar Cottage,493749.81,5454953.64,49.24732295,-123.0858782
Offence Against a Person,2003,2,9,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2003,7,5,18,37,VICTORIA DR / E 54TH AVE,Victoria-Fraserview,495203,5451944,49.22026362,-123.0658753
Vehicle Collision or Pedestrian Struck (with Injury),2003,12,27,21,55,VICTORIA DR / E 51ST AVE,Victoria-Fraserview,495207,5452263,49.22313314,-123.0658241
Mischief,2003,2,8,23,30,42XX STAULO CRES,Musqueam,485285.69,5452867.88,49.22841616,-123.202099
Mischief,2003,7,26,11,30,42XX VICTORIA DR,Kensington-Cedar Cottage,495256.59,5454932.95,49.24715037,-123.0651747
Vehicle Collision or Pedestrian Struck (with Injury),2003,12,9,15,30,VICTORIA DR / E 49TH AVE,Victoria-Fraserview,495211,5452489,49.2251661,-123.0657719
Break and Enter Residential/Other,2003,7,29,0,30,18XX OGDEN AVE,Kitsilano,489297.6,5458232.24,49.27675286,-123.1471395
Break and Enter Commercial,2003,7,25,1,0,10XX HAMILTON ST,Central Business District,491289.93,5458241.31,49.27686608,-123.1197487
Break and Enter Residential/Other,2003,8,4,15,30,18XX OGDEN AVE,Kitsilano,489325.32,5458231.47,49.27674642,-123.1467584
Vehicle Collision or Pedestrian Struck (with Injury),2003,7,6,7,53,VICTORIA DR / E 49TH AVE,Victoria-Fraserview,495211,5452489,49.2251661,-123.0657719
Break and Enter Residential/Other,2003,6,8,19,30,18XX OGDEN AVE,Kitsilano,489337.2,5458231.14,49.27674366,-123.1465951
Break and Enter Commercial,2003,11,7,4,50,10XX HAMILTON ST,Central Business District,491289.93,5458241.31,49.27686608,-123.1197487
Vehicle Collision or Pedestrian Struck (with Injury),2003,3,30,20,0,VICTORIA DR / E 41ST AVE,Victoria-Fraserview,495229,5453325,49.23268627,-123.0655346
Break and Enter Commercial,2003,10,24,0,5,10XX HAMILTON ST,Central Business District,491300.62,5458239.14,49.27684672,-123.1196017
Vehicle Collision or Pedestrian Struck (with Injury),2003,1,16,15,58,VICTORIA DR / E 41ST AVE,Victoria-Fraserview,495229,5453325,49.23268627,-123.0655346
Break and Enter Residential/Other,2003,9,4,10,0,18XX PANDORA ST,Grandview-Woodland,495070.34,5458920.79,49.2830203,-123.0677829
Vehicle Collision or Pedestrian Struck (with Injury),2003,11,25,16,10,VICTORIA DR / E 36TH AVE,Kensington-Cedar Cottage,495236,5453858,49.23748079,-123.0654448
Vehicle Collision or Pedestrian Struck (with Injury),2003,8,23,17,40,VICTORIA DR / E 30TH AVE,Kensington-Cedar Cottage,495252,5454589,49.24405643,-123.0652337
Break and Enter Commercial,2003,3,18,18,10,10XX HOWE ST,Central Business District,490890.88,5458497.25,49.27916249,-123.1252408
Offence Against a Person,2003,1,26,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2003,10,26,11,5,VICTORIA DR / E 12TH AVE,Kensington-Cedar Cottage,495201,5456310,49.2595368,-123.065955
Vehicle Collision or Pedestrian Struck (with Injury),2003,1,3,20,48,VICTORIA DR / E 12TH AVE,Kensington-Cedar Cottage,495201,5456310,49.2595368,-123.065955
Vehicle Collision or Pedestrian Struck (with Injury),2003,4,5,15,19,VENABLES ST / SALSBURY DR,Grandview-Woodland,495026,5458212,49.27664425,-123.0683838
Vehicle Collision or Pedestrian Struck (with Injury),2003,2,28,8,37,VALLEY DR / W KING EDWARD AVE,Arbutus Ridge,488411,5455225,49.24968607,-123.1592416
Vehicle Collision or Pedestrian Struck (with Injury),2003,2,14,7,5,VALLEY DR / ARBUTUS ST,Arbutus Ridge,488840,5454723,49.24517845,-123.1533329
Vehicle Collision or Pedestrian Struck (with Injury),2003,4,23,22,20,TYNE ST / KINGSWAY AVE,Renfrew-Collingwood,497724,5453248,49.23200799,-123.0312628
Break and Enter Commercial,2003,12,14,5,45,10XX ROBSON ST,West End,490938.26,5459077.55,49.28438308,-123.1246025
Vehicle Collision or Pedestrian Struck (with Injury),2003,8,5,13,40,TYNE ST / E 49TH AVE,Killarney,497650,5452428,49.2246316,-123.0322744
Vehicle Collision or Pedestrian Struck (with Injury),2003,2,20,9,0,TURNER ST / NANAIMO ST,Grandview-Woodland,495886,5458485,49.27910633,-123.0565631
Vehicle Collision or Pedestrian Struck (with Injury),2003,3,1,20,53,TRAFALGAR ST / W 16TH AVE,Arbutus Ridge,487999,5456096,49.25751293,-123.1649289
Break and Enter Residential/Other,2003,11,4,8,10,18XX PARKER ST,Grandview-Woodland,495123.38,5458116.57,49.27578663,-123.0670438
Break and Enter Residential/Other,2003,12,5,8,30,18XX PARKER ST,Grandview-Woodland,495123.38,5458116.57,49.27578663,-123.0670438
Vehicle Collision or Pedestrian Struck (with Injury),2003,10,7,14,50,THURLOW ST / NELSON ST,West End,490687,5458867,49.28248538,-123.1280525
Break and Enter Residential/Other,2003,7,9,15,0,18XX PARKER ST,Grandview-Woodland,495136.25,5458116.43,49.27578547,-123.0668668
Mischief,2003,9,11,15,0,42XX W 13TH AVE,West Point Grey,485431.19,5456482.11,49.26093028,-123.200232
Vehicle Collision or Pedestrian Struck (with Injury),2003,1,11,5,48,THURLOW ST / BEACH AVE,West End,490149,5458324,49.27759257,-123.1354365
Vehicle Collision or Pedestrian Struck (with Injury),2003,8,23,17,0,TERMINAL AVE / COTTRELL ST,Strathcona,493898,5457459,49.26986066,-123.0838803
Vehicle Collision or Pedestrian Struck (with Injury),2003,12,20,14,44,TERMINAL AVE / BEGG ST,Strathcona,493640,5457556,49.27073057,-123.0874284
Break and Enter Residential/Other,2003,9,7,18,0,66XX ADERA ST,Kerrisdale,489549.15,5452548.13,49.22562754,-123.1435328
Break and Enter Residential/Other,2003,3,6,0,0,18XX PARKER ST,Grandview-Woodland,495143.97,5458116.34,49.27578472,-123.0667607
Mischief,2003,7,13,16,40,13XX SEYMOUR ST,Central Business District,490720.64,5458013,49.27480402,-123.1275701
Vehicle Collision or Pedestrian Struck (with Injury),2003,12,20,17,22,TEMPLETON DR / DUNDAS ST,Grandview-Woodland,495657,5459118,49.28479868,-123.0597185
Mischief,2003,5,30,1,30,42XX W 15TH AVE,West Point Grey,485324.46,5456281.77,49.25912564,-123.2016915
Break and Enter Residential/Other,2003,4,24,20,0,18XX PARKER ST,Grandview-Woodland,495156.75,5458107.06,49.27570135,-123.0665849
Break and Enter Residential/Other,2003,1,29,23,30,66XX ANGUS DR,Kerrisdale,489218.68,5452529.52,49.22545441,-123.148071
Vehicle Collision or Pedestrian Struck (with Injury),2003,12,12,17,46,SW MARINE DR / W 70TH AVE,Marpole,491190,5450652,49.20859717,-123.1209557
Vehicle Collision or Pedestrian Struck (with Injury),2003,9,23,11,50,SW MARINE DR / W 70TH AVE,Marpole,491190,5450652,49.20859717,-123.1209557
Vehicle Collision or Pedestrian Struck (with Injury),2003,9,5,23,34,SW MARINE DR / W 70TH AVE,Marpole,491190,5450652,49.20859717,-123.1209557
Break and Enter Residential/Other,2003,10,19,8,30,66XX ARBUTUS ST,Kerrisdale,488696.8,5452559.03,49.22571045,-123.1552394
Break and Enter Residential/Other,2003,12,27,0,0,66XX ARBUTUS ST,Kerrisdale,488697.79,5452587.51,49.22596665,-123.1552266
Vehicle Collision or Pedestrian Struck (with Injury),2003,3,20,11,55,SW MARINE DR / W 70TH AVE,Marpole,491190,5450652,49.20859717,-123.1209557
Offence Against a Person,2003,4,13,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2003,9,15,14,46,SW MARINE DR / MANITOBA ST,Marpole,491990,5451058,49.21226023,-123.1099803
Break and Enter Commercial,2003,12,7,19,0,10XX HOMER ST,Central Business District,491169.21,5458203.91,49.27652793,-123.1214076
Vehicle Collision or Pedestrian Struck (with Injury),2003,10,11,18,5,SW MARINE DR / MACDONALD ST,Kerrisdale,487737,5452569,49.22578166,-123.1684216
Vehicle Collision or Pedestrian Struck (with Injury),2003,2,6,17,0,SW MARINE DR / HOLLAND ST,Musqueam,485999,5453397,49.23319243,-123.1923203
Vehicle Collision or Pedestrian Struck (with Injury),2003,12,11,18,25,SW MARINE DR / HEATHER ST,Marpole,490937,5450479,49.2070373,-123.1244253
Vehicle Collision or Pedestrian Struck (with Injury),2003,12,3,16,53,SW MARINE DR / HEATHER ST,Marpole,490937,5450479,49.2070373,-123.1244253
Vehicle Collision or Pedestrian Struck (with Injury),2003,7,9,8,10,SW MARINE DR / CAMBIE ST,Marpole,491466,5450813,49.21004931,-123.1171698
Break and Enter Commercial,2003,2,13,20,0,10XX HOMER ST,Central Business District,491196.87,5458219.05,49.27666452,-123.1210276
Vehicle Collision or Pedestrian Struck (with Injury),2003,11,15,13,11,STANLEY PARK DR / NORTH CREEK TR,Stanley Park,490878,5460593,49.29801387,-123.1254657
Vehicle Collision or Pedestrian Struck (with Injury),2003,7,4,14,38,STANLEY PARK CSWY / STANLEY PARK DR,Stanley Park,489637,5462043,49.31103699,-123.1425722
Mischief,2003,5,31,0,50,13XX SW MARINE DR,Marpole,490135.31,5450044.63,49.20311764,-123.135421
Break and Enter Commercial,2003,2,4,1,0,10XX HOMER ST,Central Business District,491198.81,5458234.07,49.27679965,-123.1210013
Vehicle Collision or Pedestrian Struck (with Injury),2003,8,1,16,5,ST GEORGE ST / E 43RD AVE,Sunset,493110,5453145,49.23104695,-123.0946382
Vehicle Collision or Pedestrian Struck (with Injury),2003,12,7,12,20,ST GEORGE ST / E 19TH AVE,Riley Park,493168,5455671,49.25376953,-123.0938846
Break and Enter Residential/Other,2003,4,24,23,0,18XX PENDRELL ST,West End,489742.38,5459504.57,49.28820528,-123.1410572
Break and Enter Residential/Other,2003,11,3,8,30,18XX PENDRELL ST,West End,489742.38,5459504.57,49.28820528,-123.1410572
Vehicle Collision or Pedestrian Struck (with Injury),2003,6,16,15,36,SMITHE ST / CAMBIE ST,Central Business District,491519,5458274,49.27716336,-123.1166001
Vehicle Collision or Pedestrian Struck (with Injury),2003,5,21,20,0,SMITHE ST / CAMBIE ST,Central Business District,491519,5458274,49.27716336,-123.1166001
Vehicle Collision or Pedestrian Struck (with Injury),2003,10,27,4,15,SMITHE ST / BURRARD ST,West End,490950,5458837,49.28221947,-123.1244356
Break and Enter Commercial,2003,2,16,0,0,10XX HOMER ST,Central Business District,491207.45,5458229.82,49.27676155,-123.1208824
Break and Enter Commercial,2003,7,29,21,0,10XX HOMER ST,Central Business District,491207.45,5458229.82,49.27676155,-123.1208824
Break and Enter Commercial,2003,10,18,19,0,10XX HOMER ST,Central Business District,491207.45,5458229.82,49.27676155,-123.1208824
Break and Enter Commercial,2003,10,26,8,0,10XX HOMER ST,Central Business District,491207.45,5458229.82,49.27676155,-123.1208824
Vehicle Collision or Pedestrian Struck (with Injury),2003,11,16,1,34,SLOCAN ST / E BROADWAY AVE,Renfrew-Collingwood,496392,5456583,49.26200067,-123.049589
Vehicle Collision or Pedestrian Struck (with Injury),2003,9,23,18,20,SLOCAN ST / E 22ND AVE,Renfrew-Collingwood,496389,5455324,49.25067568,-123.0496189
Offence Against a Person,2003,9,13,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2003,9,22,1,25,SLOCAN ST / E 22ND AVE,Renfrew-Collingwood,496389,5455324,49.25067568,-123.0496189
Vehicle Collision or Pedestrian Struck (with Injury),2003,1,26,10,30,SLOCAN ST / E 22ND AVE,Renfrew-Collingwood,496389,5455324,49.25067568,-123.0496189
Offence Against a Person,2003,4,5,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2003,7,11,12,20,SKEENA ST / GRANDVIEW HWY,Renfrew-Collingwood,497923,5456152,49.25813085,-123.0285444
Vehicle Collision or Pedestrian Struck (with Injury),2003,10,17,15,55,SKEENA ST / E 28TH AVE,Renfrew-Collingwood,497922,5454731,49.24534864,-123.0285508
Vehicle Collision or Pedestrian Struck (with Injury),2003,10,28,1,0,SEYMOUR ST / ROBSON ST,Central Business District,491359,5458669,49.2807142,-123.1188083
Vehicle Collision or Pedestrian Struck (with Injury),2003,10,19,4,40,SEYMOUR ST / DAVIE ST,Central Business District,490894,5458201,49.27649772,-123.1251911
Vehicle Collision or Pedestrian Struck (with Injury),2003,10,6,13,49,SENLAC ST / KINGSWAY AVE,Renfrew-Collingwood,497580,5453333,49.23277204,-123.0332413
Vehicle Collision or Pedestrian Struck (with Injury),2003,10,5,9,22,SE MARINE OFRP DR / KNIGHT ST,Sunset,494383,5451050,49.21221488,-123.0771235
Vehicle Collision or Pedestrian Struck (with Injury),2003,1,10,17,22,SE MARINE OFRP DR / KNIGHT ST,Sunset,494383,5451050,49.21221488,-123.0771235
Vehicle Collision or Pedestrian Struck (with Injury),2003,6,27,16,18,SE MARINE DR / VICTORIA DR,Victoria-Fraserview,495184,5450763,49.20964005,-123.066122
Break and Enter Residential/Other,2003,2,13,19,0,18XX ROBSON ST,West End,490069.96,5459951.91,49.29223458,-123.1365636
Break and Enter Residential/Other,2003,10,9,17,30,18XX ROBSON ST,West End,490069.96,5459951.91,49.29223458,-123.1365636
Break and Enter Residential/Other,2003,11,6,8,15,18XX ROBSON ST,West End,490069.96,5459951.91,49.29223458,-123.1365636
Break and Enter Residential/Other,2003,11,29,10,15,18XX ROBSON ST,West End,490069.96,5459951.91,49.29223458,-123.1365636
Mischief,2003,4,6,18,0,43XX BLENHEIM ST,Dunbar-Southlands,487006.19,5455009.61,49.24772037,-123.1785377
Mischief,2003,2,7,1,0,43XX BLENHEIM ST,Dunbar-Southlands,487006.89,5454958.36,49.24725939,-123.1785264
Vehicle Collision or Pedestrian Struck (with Injury),2003,12,20,1,49,SE MARINE DR / ST GEORGE ST,Sunset,493130,5450926,49.21108669,-123.0943255
Vehicle Collision or Pedestrian Struck (with Injury),2003,2,26,16,30,SE MARINE DR / MARINE WAY,Killarney,497166,5450560,49.20782638,-123.0389084
Break and Enter Commercial,2003,4,28,20,0,10XX HOMER ST,Central Business District,491253.96,5458277.22,49.27718859,-123.120244
Vehicle Collision or Pedestrian Struck (with Injury),2003,6,9,16,29,SE MARINE DR / FRASER ST,Sunset,493362,5450913,49.21097231,-123.0911399
Break and Enter Residential/Other,2003,7,7,12,0,18XX ROBSON ST,West End,490078.02,5459931.15,49.29204797,-123.1364523
Vehicle Collision or Pedestrian Struck (with Injury),2003,5,2,9,41,SE MARINE DR / FRASER ST,Sunset,493362,5450913,49.21097231,-123.0911399
Vehicle Collision or Pedestrian Struck (with Injury),2003,7,25,16,55,SE MARINE DR / CROMPTON ST,Sunset,494122,5450920,49.21104304,-123.0807052
Vehicle Collision or Pedestrian Struck (with Injury),2003,3,9,23,30,SE MARINE DR / ARGYLE ST,Victoria-Fraserview,494750,5450912,49.21097678,-123.0720826
Break and Enter Residential/Other,2003,7,16,19,0,18XX ROBSON ST,West End,490100.97,5459921.38,49.29196046,-123.1361364
Mischief,2003,5,21,7,0,43XX COMMERCIAL ST,Kensington-Cedar Cottage,495056.92,5454793.99,49.24589881,-123.0679165
Vehicle Collision or Pedestrian Struck (with Injury),2003,3,25,15,50,SCOTIA ST / E 4TH AVE,Mount Pleasant,492813,5457174,49.26728524,-123.0987899
Vehicle Collision or Pedestrian Struck (with Injury),2003,11,10,20,0,RUPERT ST / VANNESS AVE,Renfrew-Collingwood,497251,5454214,49.24069546,-123.0377665
Offence Against a Person,2003,11,10,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2003,3,30,10,45,RUPERT ST / VANNESS AVE,Renfrew-Collingwood,497251,5454214,49.24069546,-123.0377665
Vehicle Collision or Pedestrian Struck (with Injury),2003,12,13,20,0,RUPERT ST / GRANDVIEW HWY,Renfrew-Collingwood,497535,5456151,49.25812042,-123.0338767
Break and Enter Residential/Other,2003,1,24,9,30,18XX ROBSON ST,West End,490115.45,5459907.13,49.29183252,-123.1359369
Break and Enter Residential/Other,2003,1,25,8,0,18XX ROBSON ST,West End,490115.45,5459907.13,49.29183252,-123.1359369
Break and Enter Residential/Other,2003,3,5,8,45,18XX ROBSON ST,West End,490115.45,5459907.13,49.29183252,-123.1359369
Mischief,2003,4,21,20,0,43XX DUMFRIES ST,Kensington-Cedar Cottage,494660.45,5454868.68,49.24656734,-123.0733648
Vehicle Collision or Pedestrian Struck (with Injury),2003,4,7,17,0,RUPERT ST / GRANDVIEW HWY,Renfrew-Collingwood,497535,5456151,49.25812042,-123.0338767
Vehicle Collision or Pedestrian Struck (with Injury),2003,9,12,14,24,RUPERT ST / E 7TH AVE,Hastings-Sunrise,497538,5456784,49.26381439,-123.0338394
Vehicle Collision or Pedestrian Struck (with Injury),2003,9,2,8,52,RUPERT ST / E 20TH AVE,Renfrew-Collingwood,497535,5455504,49.25230051,-123.0338727
Vehicle Collision or Pedestrian Struck (with Injury),2003,10,23,1,30,ROBSON ST / SEYMOUR ST,Central Business District,491359,5458669,49.2807142,-123.1188083
Vehicle Collision or Pedestrian Struck (with Injury),2003,10,20,12,30,ROBSON ST / RICHARDS ST,Central Business District,491427,5458601,49.28010349,-123.1178719
Vehicle Collision or Pedestrian Struck (with Injury),2003,9,17,0,38,ROBSON ST / RICHARDS ST,Central Business District,491427,5458601,49.28010349,-123.1178719
Vehicle Collision or Pedestrian Struck (with Injury),2003,10,23,21,59,ROBSON ST / HORNBY ST,Central Business District,491144,5458883,49.28263609,-123.1217692
Vehicle Collision or Pedestrian Struck (with Injury),2003,8,19,19,5,ROBSON ST / CARDERO ST,West End,490380,5459638,49.28941588,-123.1322923
Vehicle Collision or Pedestrian Struck (with Injury),2003,6,25,13,46,RICHARDS ST / W PENDER ST,Central Business District,491791,5458968,49.28340971,-123.1128748
Break and Enter Residential/Other,2003,2,1,14,15,66XX CHEAM PL,Killarney,498128.72,5452235.72,49.22290364,-123.0256989
Vehicle Collision or Pedestrian Struck (with Injury),2003,1,9,19,18,RICHARDS ST / W PENDER ST,Central Business District,491791,5458968,49.28340971,-123.1128748
Vehicle Collision or Pedestrian Struck (with Injury),2003,10,15,21,0,RICHARDS ST / W CORDOVA ST,Central Business District,491933,5459112,49.2847069,-123.1109251
Break and Enter Commercial,2003,4,28,20,0,10XX HOMER ST,Central Business District,491262.41,5458285.84,49.27726625,-123.120128
Mischief,2003,2,18,7,15,43XX ELGIN ST,Kensington-Cedar Cottage,493975.09,5454824.57,49.24616419,-123.0827809
Break and Enter Residential/Other,2003,4,13,12,0,18XX SE MARINE DR,Victoria-Fraserview,494935.43,5450900.71,49.21087679,-123.0695365
Vehicle Collision or Pedestrian Struck (with Injury),2003,9,6,20,5,RENFREW ST / E GEORGIA ST,Hastings-Sunrise,496792,5458392,49.2782752,-123.0441058
Vehicle Collision or Pedestrian Struck (with Injury),2003,3,7,11,33,RENFREW ST / E BROADWAY AVE,Renfrew-Collingwood,496775,5456576,49.26193984,-123.0443249
